ID,大学名（中文）,大学名（日本語）,大学名（英語）,種別,地域,住所,電話,サイト（中文）,サイト（英語）,寮あり,奨学金あり,奨学金URL,財力証明（金額）,財力証明（日本円目安）,語学要件（中国語）,語学要件（英語）,日本語概要,学科数,学生数（全体）,留学生数,日本人留学生数,補完レベル,データソース
88,崑山科技大學,崑山科技大学,Kun Shan University,私立科技大學,台南,710303台南市永康區崑大路195號,886-6-2727175 #258,http://www.ksu.edu.tw,https://eng-www.ksu.edu.tw/,○,○,https://web.ksu.edu.tw/DAIO000/page/41191,,,,,,18,,,,basic,hailian
A4,台南家專學校財團法人台南應用科技大學,台南家専学校財團法人台南応用科技大学,Tainan University of Technology,私立科技大學,台南,710302台南市永康區中正路529號,886-6-2532106,https://www.tut.edu.tw,https://www.tut.edu.tw/index.php?Lang=en,○,○,https://reurl.cc/4Nb0OX,,,,,,19,,,,basic,hailian
B8,城市學校財團法人臺北城市科技大學,城市学校財團法人台北城市科技大学,Taipei City University of Science and Technology,私立科技大學,台北,112302台北市北投區學園路2號,886-2-28927154,http://www.tpcu.edu.tw,http://www.tpcu.edu.tw,○,○,http://www.ieec.tpcu.edu.tw/files/11-1040-3080-1.php?Lang=zh-tw,,,,,,17,,,,basic,hailian
E5,長庚學校財團法人長庚科技大學,長庚学校財團法人長庚科技大学,Chang Gung University of Science and Technology,私立科技大學,桃園,333324桃園市龜山區文化一路261號,886-3-2118999 轉5356,http://www.cgust.edu.tw,http://english.cgust.edu.tw/bin/home.php,○,×,,,,,,,5,,,,basic,hailian
93,弘光科技大學,弘光科技大学,HungKuang University,私立科技大學,台中,433304台中市沙鹿區台灣大道6段1018號,886-4-26318652,http://www.hk.edu.tw,http://www.hk.edu.tw,○,○,https://csc.hk.edu.tw/%e5%ad%b8%e7%94%9f%e4%ba%8b%e5%8b%99/,,,,,,21,,,,basic,hailian
95,健行科技大學,健行科技大学,Chien Hsin University of Science and Technology,私立科技大學,桃園,320312桃園市中壢區健行路229號,886-3-4581196,http://www.uch.edu.tw,http://www.uch.edu.tw,○,○,https://ico.uch.edu.tw/p/404-1007-435.php?Lang=zh-tw,,,,,,19,,,,basic,hailian
A8,南開科技大學,南開科技大学,Nan Kai University of Technology,私立科技大學,南投,542021南投縣草屯鎮中正路568號,886-49-2563489#1596,http://www.nkut.edu.tw,http://www.nkut.edu.tw,○,○,https://pse.is/6gxext,,,,,,7,,,,basic,hailian
B7,亞東學校財團法人亞東科技大學,亜東学校財團法人亜東科技大学,Asia Eastern University of Science and Technology,私立科技大學,新北,220303新北市板橋區四川路二段58號,886-2-77387708,https://www.aeust.edu.tw/,https://eng-rp.aeust.edu.tw/,○,○,https://gla.aeust.edu.tw/p/412-1080-5439.php?Lang=zh-tw,"3,000米ドル",約47万円,,,,10,,,,enriched,hailian+spreadsheet
D2,德育學校財團法人德育護理健康學院,德育学校財團法人德育護理健康学院,Deh Yu College of Nursing and Health,私立科技大學,その他,203301基隆市中山區復興路336號,886-2-24372093#616、619、622,http://www.dyhu.edu.tw,http://www.dyhu.edu.tw,○,○,https://ia.dyhu.edu.tw/var/file/9/1009/img/486011881.pdf,,,,,,5,,,,basic,hailian
D9,建國科技大學,建国科技大学,ChienKuo Technology University,私立科技大學,彰化,500020彰化縣彰化市介壽北路1號,886-4-7111111,http://www.ctu.edu.tw,http://www.ctu.edu.tw,○,○,https://cia.ctu.edu.tw/var/file/5/1005/img/1464/163434745.pdf,,,,,,9,,,,basic,hailian
C2,僑光科技大學,僑光科技大学,Overseas Chinese University,私立科技大學,台中,407805台中市西屯區僑光路 100 號,886-4-27016855,http://www.ocu.edu.tw,https://www.ocu.edu.tw/index.php?Lang=en,○,○,"https://ia.ocu.edu.tw/p/405-1013-62532,c5610.php?Lang=zh-tw",,,,,,13,,,,basic,hailian
B3,景文科技大學,景文科技大学,Jinwen University of Science and Technology,私立科技大學,新北,231307新北市新店區安忠路99號,886-2-82122000,https://www.just.edu.tw,https://www.just.edu.tw,○,○,"https://rdie.just.edu.tw/p/405-1029-67856,c6253.php?Lang=zh-tw",,,,,,12,,,,basic,hailian
98,中國科技大學,中国科技大学,China University of Technology,私立科技大學,台北,116077台北市文山區興隆路三段56號,886-3-6991111,http://www.cute.edu.tw,https://sub.cute.edu.tw/language/en/,○,○,https://intel.cute.edu.tw/tw/about/category/3,,,,,,13,,,,basic,hailian
C4,醒吾科技大學,醒吾科技大学,Hsing Wu University of Science and Technology,私立科技大學,新北,244012新北市林口區粉寮路一段101號,886-2-26015310#1201,https://www.hwu.edu.tw/,https://www.studyintaiwan.org/university/info/183,○,×,,,,,,,15,,,,basic,hailian
96,萬能學校財團法人萬能科技大學,万能学校財團法人万能科技大学,Vanung University,私立科技大學,桃園,320313桃園市中壢區萬能路1號,886-3-4515811,http://www.vnu.edu.tw,http://www.vnu.edu.tw,○,○,http://administration.vnu.edu.tw/oaa/3119,,,,,,14,,,,basic,hailian
89,樹德科技大學,樹德科技大学,Shu-Te University,私立科技大學,高雄,824005高雄市燕巢區橫山路59號,886-7-6158000,https://www.stu.edu.tw,https://en.stu.edu.tw/,○,○,https://www.oica.stu.edu.tw/%e6%a0%a1%e5%85%a7%e7%8d%8e%e5%8a%a9%e5%ad%b8%e9%87%91/,,,,,,22,,,,basic,hailian
A9,中華學校財團法人中華科技大學,中華学校財團法人中華科技大学,China University of Science and Technology,私立科技大學,台北,115311台北市南港區研究院路三段245號,886-2-27821862,http://www.cust.edu.tw,http://www.cust.edu.tw,○,○,https://studaffirs.cust.edu.tw/counsel/rules/53-2-2.pdf,,,,,,9,,,,basic,hailian
C5,德明財經科技大學,德明財経科技大学,Takming University of Science and Technology,私立科技大學,台北,114011台北市內湖區環山路一段56號,886-2-26585801,https://www.takming.edu.tw/schtm/default.asp,https://www.takming.edu.tw/schtm_en/,○,×,,,,,,,16,,,,basic,hailian
B0,大華學校財團法人敏實科技大學,大華学校財團法人敏実科技大学,Minth University of Science and Technology,私立科技大學,新竹,307304新竹縣芎林鄉大華路1號,886-3-592-7700#2602,http://www.mitust.edu.tw,http://www.mitust.edu.tw,○,×,,,,,,,3,,,,basic,hailian
E4,黎明技術學院,黎明技術学院,LEE-MING INSTITUTE OF TECHNOLOGY,私立科技大學,新北,243083新北市泰山區黎明里泰林路3段22號,886-2-29095785,https://www.lit.edu.tw/,https://www.lit.edu.tw/english/,○,○,https://www.lit.edu.tw/international/33115/,,,,,,10,,,,basic,hailian
91,明新科技大學,明新科技大学,Minghsin University of Science and Technology,私立科技大學,新竹,304001新竹縣新豐鄉新興路1號,886-3-5593142#1467,http://www.must.edu.tw,https://apply.must.edu.tw/www/index.aspx,○,○,https://admin.must.edu.tw/view/list.aspx?UnitID=1226&id=5437,,,,,,21,,,,basic,hailian
C3,致理科技大學,致理科技大学,Chihlee University of Technology,私立科技大學,新北,220305新北市板橋區文化路1段313號,886-2-2257-6167轉分機4178,http://www.chihlee.edu.tw,https://englishweb.chihlee.edu.tw/?Lang=zh-tw,○,○,"https://ct100.chihlee.edu.tw/p/405-1011-94866,c4476.php",,,,,,11,,,,basic,hailian
B2,文藻外語大學,文藻外語大学,Wenzao Ursuline University of Languages,私立科技大學,高雄,807771高雄市三民區民族一路900號,886-7-3426031#2644,http://www.wzu.edu.tw,https://english.wenzao.tw/,○,○,https://d021.wzu.edu.tw/category/138404,,,,,,13,,,,basic,hailian
A1,嶺東科技大學,嶺東科技大学,Ling Tung University,私立科技大學,台中,408284台中市南屯區嶺東路1號,886-4-23892088,http://www.ltu.edu.tw,http://www.ltu.edu.tw,○,○,https://ltu1475.video.ltu.edu.tw/p/page12,,,,,,17,,,,basic,hailian
D8,龍華科技大學,竜華科技大学,Lunghwa University of Science and Technology,私立科技大學,桃園,333326桃園市龜山區萬壽路一段300號,886-2-82093211*2503,https://www.lhu.edu.tw/,https://www.lhu.edu.tw/index.php?Lang=en,○,○,https://oia.lhu.edu.tw/p/412-1007-532.php?Lang=zh-tw,,,,,,14,,,,basic,hailian
97,明志科技大學,明志科技大学,MING CHI UNIVERSITY OF TECHNOLOGY,私立科技大學,新北,243303新北市泰山區工專路84號,886-2-29089899,https://www.mcut.edu.tw/,https://www.mcut.edu.tw/index.php?Lang=en,○,○,https://oia.mcut.edu.tw/p/404-1036-54523.php?Lang=zh-tw,,,,,,15,,,,basic,hailian
92,輔英科技大學,輔英科技大学,Fooyin University,私立科技大學,高雄,831301高雄市大寮區永芳里進學路151號,886-7-7811151#2402,https://www.fy.edu.tw/,https://www.fy.edu.tw/,○,○,https://intlstudent.fy.edu.tw/var/file/75/1075/img/2198/865788978.pdf,,,,,,7,,,,basic,hailian
A3,中臺科技大學,中台科技大学,Central Taiwan University of Science and Technology,私立科技大學,台中,406053台中市北屯區廍子路666號,886-4-22391647,http://www.ctust.edu.tw,http://www.ctust.edu.tw/index.php?Lang=en,○,○,https://www.ocac.gov.tw/OCAC/Pages/VDetail.aspx?nodeid=4496&pid=13194588,,,,,,12,,,,basic,hailian
C0,吳鳳科技大學,吳鳳科技大学,WuFeng University,私立科技大學,嘉義,621303嘉義縣民雄鄉建國路二段 117 號,886-5-2267125#21932~21934、21814~21818,http://www.wfu.edu.tw,http://www2.wfu.edu.tw/wp/english/?cat=5,○,○,https://cia.wfu.edu.tw/scholarship,,,,,,8,,,,basic,hailian
E1,中華醫事科技大學,中華医事科技大学,Chung Hwa University of Medical Technology,私立科技大學,台南,717302台南市仁德區文華一街89號,886-6-2674567-276,https://www.hwai.edu.tw/,https://www.hwai.edu.tw/index.php?Lang=en,○,○,"https://ioa.hwai.edu.tw/p/405-1013-61430,c2753.php?Lang=zh-tw",,,,,,9,,,,basic,hailian
A6,光宇學校財團法人元培醫事科技大學,光宇学校財團法人元培医事科技大学,Yuanpei University of Medical Technology,私立科技大學,新竹,300102新竹市香山區元培街306號,886-3-6102220,http://www.ypu.edu.tw,https://eng.ypu.edu.tw,○,○,https://safe.ypu.edu.tw/p/412-1012-6197.php?Lang=zh-tw,,,,,,13,,,,basic,hailian
D5,台北海洋科技大學,台北海洋科技大学,Taipei University of Marine Technology,私立科技大學,新北,251310新北市淡水區濱海路三段150號,(02)2805-9999 #1530~1537,http://www.tumt.edu.tw/bin/home.php,http://www.tumt.edu.tw/bin/home.php?Lang=en,○,×,,,,,,,8,,,,basic,hailian
E6,崇右影藝科技大學,崇右影芸科技大学,Chungyu University of Film and Arts,私立科技大學,その他,201301基隆市信義區義七路40號,886-2-24237785#218、216,http://www.cufa.edu.tw,http://www.cufa.edu.tw,○,○,https://imc.cufa.edu.tw/p/412-1017-1380.php?Lang=zh-tw,,,,,,4,,,,basic,hailian
E2,廣亞學校財團法人育達科技大學,広亜学校財團法人育達科技大学,YU DA UNIVERSITY OF SCIENCE AND TECHNOLOGY,私立科技大學,その他,361027苗栗縣造橋鄉談文村學府路168號,886-37-651188 分機8910,https://www1.ydu.edu.tw/?locale=zh_tw,https://www1.ydu.edu.tw/?locale=en,○,○,https://reurl.cc/W10jXZ,,,,,,4,,,,basic,hailian
B9,南亞科技學校財團法人南亞技術學院,南亜科技学校財團法人南亜技術学院,Nanya Institute of Technology,私立科技大學,桃園,320310桃園市中壢區中山東路三段414號,886-3-4361070,http://www.nanya.edu.tw,http://www.nanya.edu.tw,○,×,,,,,,,7,,,,basic,hailian
C1,東南科技大學,東南科技大学,Tungnan University,私立科技大學,新北,222304臺灣新北市深坑區北深路三段152號,886-2-8662-5948(5949),https://www.tnu.edu.tw/,https://www.tnu.edu.tw/?locale=enr,○,○,https://ia.tnu.edu.tw/,,,,,,6,,,,basic,hailian
C8,宏國德霖科技大學,宏国德霖科技大学,Hungkuo DeLin University of Technology,私立科技大學,新北,236302新北市土城區青雲路380巷1號,886-2-22733567 轉 837,https://www.hdut.edu.tw,https://www.hdut.edu.tw,○,×,,,,,,,8,,,,basic,hailian
A5,中信金學校財團法人中信科技大學,中信金学校財團法人中信科技大学,CTBC University of Science and Technology,私立科技大學,台南,744004台南市新市區中華路49號,886-6-5979566#7006,https://www.ctbctech.edu.tw/,https://www.ctbctech.edu.tw/,○,○,https://ieec.ctbctech.edu.tw/,,,,,,6,,,,basic,hailian
99,大仁科技大學,大仁科技大学,Tajen University,私立科技大學,屏東,907391屏東縣鹽埔鄉新二村維新路20號,886-8-7624002,https://www.tajen.edu.tw/?Lang=zh-tw,https://www.tajen.edu.tw/p/600-1000-1.php?Lang=en,○,○,https://drive.google.com/drive/u/0/folders/1LUn5wRmy8N5Xyno-x53dxlYYZL7T1cBz,,,,,,6,,,,basic,hailian
A0,台鋼學校財團法人台鋼科技大學,台鋼学校財團法人台鋼科技大学,Taiwan Steel University of Science and Technology,私立科技大學,高雄,821013高雄市路竹區中山路1821號,886-7-6077777,https://www.tsust.edu.tw/,https://www.tsust.edu.tw/app/index.php?Lang=en,○,○,https://forstud.tsust.edu.tw/p/412-1024-362.php,,,,,,5,,,,basic,hailian
C7,美和學校財團法人美和科技大學,美和学校財團法人美和科技大学,Meiho University,私立科技大學,屏東,912009屏東縣內埔鄉美和村屏光路23號,886-8-7799821 #8177,http://www.meiho.edu.tw,http://www.meiho.edu.tw,○,○,https://ieco.meiho.edu.tw/p/412-1009-218.php?Lang=zh-tw,,,,,,5,,,,basic,hailian
A2,聖約翰科技大學,聖約翰科技大学,St. John's University,私立科技大學,新北,251309新北市淡水區淡金路四段499號,886-2-28013131#6140,http://www.sju.edu.tw,http://www.sju.edu.tw,○,○,https://sites.google.com/mail.sju.edu.tw/sju-scholarships,,,,,,4,,,,basic,hailian
FF,國立臺灣師範大學僑生先修部,国立台湾師範大学僑生先修部,National Taiwan Normal University Academy of Preparatory Programs for Overseas Compatriot Students,僑生先修部,新北,244014新北市林口區仁愛路一段2號,886-2-77498888,https://www.nups.ntnu.edu.tw,https://www.nups.ntnu.edu.tw/en,○,○,https://www.nups.ntnu.edu.tw/scholarships-tuition-2,,,,,,3,,,,basic,hailian
