ID,大学ID,大学名（日本語）,学群ID,学科名（中文）,学科名（日本語）,学科名（英語）,学群（中文）,学群（日本語）,全英語授課,個人申請定員,聯合分發定員,TOCFL要件,面接あり,出願書類数,学科サイト（中文）,学科紹介（中文）,翻訳状態
2F001,F0,国立屏東大学,1,電腦科學與人工智慧學系,電腦科学と人工智慧学系,Department of Computer Science and Artificial Intelligence,資訊學群,情報学系,,2,1,,,4,https://cs.nptu.edu.tw,"本系以「智慧雲端系統開發與應用」為研發重點，整合系上教師在各個領域的專長，包括多媒體應用、網路應用、數位學習、人工智慧、資訊安全、教育科技等，共同發展系上特色。此外，藉由培訓學生行動應用程式的開發能力和數位遊戲程式的開發能力，使學生具備雲端應用開發的實作技能，藉由教學相長，共同激盪與創新。本系為非師資培育學系。
網址: https://cs.nptu.edu.tw/",ai_draft
2F003,F0,国立屏東大学,3,應用數學系,応用数学系,Department of Applied Mathematics,數理化學群,数理化学系,,1,1,,,5,https://math.nptu.edu.tw,"一、本系以培養優秀的應用數學、計算數學、統計與精算人才為主。
二、具備中文聽、說、讀、寫基本能力為宜。",ai_draft
2F004,F0,国立屏東大学,1,資訊工程學系,資訊工程学系,Department of Computer Science and Information Engineering,資訊學群,情報学系,,3,0,,,6,https://csie.nptu.edu.tw,"本系目前在資訊的領域之中有影像處理、資料庫系統、嵌入式系統、無線網路、人工智慧、積體電路、量子運算等都有所屬專長的老師們提供課業上面的教授以及研究上面的指導，對於未來資訊產業以及軟體工業還有雲端科技的應用發展都有很好的支援教學。 
備註：
一、本學系非師資培育學系。
二、具較佳中文聽、說、讀、寫及表達能力者為宜。",ai_draft
2F005,F0,国立屏東大学,1,電腦與通訊學系,電腦と通訊学系,Department of Computer and Communication,資訊學群,情報学系,,1,1,,,5,https://com.nptu.edu.tw,電腦與通訊學系以培養專業之電腦與通訊人才為目標，並致力於相關領域應用之研究與發展，因應資通訊產業的需求。,ai_draft
2F006,F0,国立屏東大学,3,應用化學系,応用化学系,Department of Applied Chemistry,數理化學群,数理化学系,,2,1,,,4,https://ac.nptu.edu.tw,"一、本系研究專業領域包含奈米化學、結構化學、材料化學、生物科技、生物化學、環境科學、天然物化學、科學教育等。 
二、實驗課程為本系學習之重點之一，學生均須透過親自進行實驗以奠定化學基礎專業知識與實驗技能。部分實驗需透過色彩判讀分析實驗數據。
三、具中文聽、說、讀、寫及表達能力者爲佳。",ai_draft
2F007,F0,国立屏東大学,3,應用物理系,応用物理系,Department of Applied Physics,數理化學群,数理化学系,,2,1,,,6,https://physics.nptu.edu.tw,"一、本系著重光電、奈米科技、材料、人工晶體生長技術研發及計算物理，設有各種現代實驗室，供學生學習高科技產業技術，本系雖非為師資培育學系，但仍可提出申請，參加遴選，修習各類教育學程。 
二、實驗課程為本系學習之重點之一，學生均須透過親自進行實驗以奠定物理基礎專業知識與實驗技能。部分實驗需透過色彩判讀分析實驗數據。
三、為非師資培育學系。",ai_draft
2F009,F0,国立屏東大学,3,科學傳播學系,科学伝播学系,Department of Science Communication,數理化學群,数理化学系,,2,0,,,5,https://dsc.nptu.edu.tw,全球唯一培育科學傳播專業人才的學系，在科技爆發、虛假新聞充斥的當今社會中，以培育未來科技新聞記者、作家、科學媒體影片製作者、科學探究活動推動者，及科學展演推廣人才而努力。,ai_draft
2F010,F0,国立屏東大学,1,智慧機器人學系,智慧機器人学系,Department of Intelligent Robotics,資訊學群,情報学系,,1,1,,,5,https://intersci.nptu.edu.tw,本學系培養電腦與智慧型機器人之人才為目標，教學重於理論實務結合應用，使學生具備有控制、智慧型機器人設計與資訊能力。畢業生就業市場可從事機器人領域、資訊與控制等相關產業。,ai_draft
2F011,F0,国立屏東大学,1,資訊管理學系,資訊管理学系,Department of Information Management,資訊學群,情報学系,,1,0,,,3,https://mis.nptu.edu.tw,資訊管理學士班課程規劃以培育具有資訊系統設計與開發能力之資訊管理人才為目標，因此，課程的規劃以資訊管理相關課程爲主。資訊技術相關課程為輔，以「資訊系統開發」與「商務系統規劃」兩大規模組為課程設計的主軸及發展特色，奠定學生正確的資訊管理觀念。同時施以重要的資訊技術訓練，以培養「資料庫管理人員」、「網絡程式設計師」及「企業電子化規劃人員」等人才。最後再以一年的專題製作及校外實習課程，來加强實務開發經驗,ai_draft
3F002,F0,国立屏東大学,18,體育學系,体育学系,Department of Physical Education,遊憩與運動學群,スポーツ・レジャー学系,,3,2,,,5,https://phy.nptu.edu.tw,"本系培養學生成為具運動專業、探索教育、體育教學及運動產業等實務應用人才。
備註：
本系課程除了一般靜態之學科外，亦包含動態之課程(本系有各項體育技能訓練課程，並有大量劇烈體能活動)。",ai_draft
12001,20,国立台東大学,10,教育學系,教育学系,Department of Education,教育學群,教育学系,,1,2,,,12,https://wedu.nttu.edu.tw,教育學系為培育國小教育師資，培養具有教育專業素養、熱忱及研究、創新能力之國民小學教師或教育與學校行政人員，同時並養成具有課程與教材研發、系統化教學設計及教學科技專長的教育專業人員。本校凡師資培育學系畢業生有關教師資格之取得，依師資培育法及相關法規辦理。,ai_draft
12002,20,国立台東大学,12,文化資源與休閒產業學系,文化資源と休閒產業学系,Department of Cultural Resources and Leisure Industries,管理學群,経営管理学系,,2,0,,,12,https://soc.nttu.edu.tw,"本系以文化資源探索與休閒產業經營為教學核心，透過文化築底繼而發展休閒產業。在地全球化為教學的主體價值，意即「在地關懷」與「全球思維」正是本系課程的設計理念，為培養學生具備獨立思考與解決問題的能力，多層次課程因而有系統地讓學生沉浸其中，最終再以統整性課程－畢業專題，檢視學生學習綜效。
未來就業路徑：
1.觀光旅行業－旅行社經理人、專業領隊、專業導遊等。
2.樂活產業－休閒旅館經理人、主題樂園經",ai_draft
12003,20,国立台東大学,10,幼兒教育學系,幼兒教育学系,Department of Early Childhood Education,教育學群,教育学系,,2,1,,,12,https://ndcde.nttu.edu.tw,本系大學部的宗旨在於培養學生具備多元文化素養、社會關懷與幼兒教育專業知能，以此為基礎鼓勵學生依興趣性向成為幼兒園教師、教保員、幼兒教育研究人員、幼兒與家庭教育相關專業工作者、兒童產業工作者(教材教具設計者、兒童活動企劃及執行者、家庭及親職教育推廣工作者)等。,ai_draft
12005,20,国立台東大学,8,英美語文學系,英美語文学系,Department of English,外語學群,外国語学系,,4,2,,,12,https://doe.nttu.edu.tw,本系是一個全方位的學士學位課程，旨在培養學生紮實的語言能力，並為多元職涯做好準備。本系課程以「ABC」三大領域為核心，包括應用外語、雙語教育與經典文學，為學生開啟多樣化的發展。在應用外語方面，學生將提升英語、法語與日語的聽說讀寫及翻譯能力，培養未來從事觀光旅遊、電子商務與國際貿易等工作的實用技能。雙語教育模組則為有志於教學的學生奠定堅實的基礎，呼應臺灣2030雙語國家政策的需求。透過經典文學的學習,ai_draft
12006,20,国立台東大学,9,華語文學系,華語文学系,Department of Chinese Language and Literature,文史哲學群,文学・歴史・哲学系,,3,1,,,7,https://dcll.nttu.edu.tw,"華語文學系以涵詠古、今華文文學、語言文化和華語文教學為教學與研究的內涵，期能透過優質教學、跨領域學程、國內外學術交流和產官學合作等方式，培育學生成為華語文專業與應用能力人才。本系發展特色如下：
1.鏈結多元化跨系所知識整合，培養學生跨域實作之能力。
2.推動全球化的華語文佈局，培育對外華語文教學專業人才。
3.落實在地化的藝文實踐，深耕東臺灣藝文專業人才。",ai_draft
12007,20,国立台東大学,1,資訊管理學系,資訊管理学系,Department of Information Science and Management Systems,資訊學群,情報学系,,2,1,,,12,https://isms.nttu.edu.tw,本系以資訊系統科技結合管理科學為核心，培育管理決策、商務管理、及資訊系統規劃之開發與應用整合專長的資訊管理人才；基於東部具備永續發展與優質生活之條件，結合地方樂活及環境經濟產業，執行整合應用研究及產學合作，創造數位機會之服務內容與成效。,ai_draft
12008,20,国立台東大学,17,音樂學系,音樂学系,Department of Music,藝術學群,芸術学系,,4,3,,,12,https://music.nttu.edu.tw,"1.音樂專長特色：發展精緻型樂團，累積演出經驗：「管弦樂團」、「合唱團」、「管樂團」、「弦樂團」、「長笛室內樂團」、「打擊樂團」、「流行音樂團」等，將音樂帶入社區和巡迴演出。
2.音樂教學能力：「藝術領域」教學能力培養，開設「音樂教學法」相關課程：歌唱教學法、鋼琴教學法、伴奏法、奧福教學法、達克羅士教學法、器樂教學法、亞歷山大教學法、合唱教學法。
3.音樂數位媒材應用：電腦音樂、數位媒體、應用",ai_draft
12009,20,国立台東大学,16,美術產業學系,美術產業学系,Department of Art Industry,建築與設計學群,建築・デザイン学系,,4,1,,,12,https://art.nttu.edu.tw,"本系以專業美術基礎的養成訓練為目標，積極培育美術產業創意所需之人才。
本系教育目標：
1.具備設計及美術產業企劃能力。
2.具備多元的美術創作專業能力。
3.具備整合資訊科技與藝術專業能力。
4.具備結合圖像與數位創作產業化能力。
系所特色：
1.培育多元的美術創作專業。
2.整合資訊科技與藝術專業。
3.跨領域藝術協作專業能力。
4.結合及發展藝術與設計產業。",ai_draft
12010,20,国立台東大学,16,數位媒體與文教產業學系,数位媒体と文教產業学系,Department of Digital Media and Education Industry,建築與設計學群,建築・デザイン学系,,3,1,,,12,https://eidm.nttu.edu.tw,本系坐落於山海秀麗、文化交融的台灣東部，結合藝術設計、數位科技與教育應用，打造具有地方溫度與國際視野的創意設計教育平台。課程涵蓋電腦繪圖、影像特效、數位生成、2D/3D動畫、數位遊戲設計、AR/VR數位實境、互動設計、光雕投影、文創設計、數位輔助教學等專業課程，強調實作導向與團隊合作。學生可參與地方調查、專題創作與地方文教單位或企業協作，發展兼具創新與文化深度的數位作品。本系亦鼓勵海外學生參與國際,ai_draft
12011,20,国立台東大学,11,公共與文化事務學系,公共と文化事務学系,Department of Public and Cultural Affairs,法政學群,法学・政治学系,,2,2,,,12,https://pca.nttu.edu.tw,本系於2011年成立，本系位處臺東，為臺灣最為邊陲、卻是族群文化最為豐富之地區，不但可提供最立體的教學現場，亦有助於研究公共與文化事務相關議題，在教學上，重視在地議題與社會變遷的關連，訓練學生具有科際整合與獨立思考之能力，期望透過課程規劃，結合地方資源，訓練學生關心環境與社會議題，成為具備文化素養、在地關懷與比較視野的公共事務人才；在研究上，銜接學術思潮與社會脈動，培養全球視野與在地關懷，並致力於,ai_draft
12012,20,国立台東大学,18,體育學系,体育学系,Department of Physical Education,遊憩與運動學群,スポーツ・レジャー学系,,2,1,,,9,http://wdpe.nttu.edu.tw,體育學系以培育國小師資為主，可依師資培育法相關規定取得教師資格；另結合臺東山林及海洋的特色，規劃52學分培養戶外體驗教育之領導人才。本系為培育體育師資學系，有各項體育技能訓練課程，並有大量劇烈體能活動。,ai_draft
12013,20,国立台東大学,18,身心整合與運動休閒產業學系,身心整合と運動休閒產業学系,Department of Somatics and Sport Leisure Industry,遊憩與運動學群,スポーツ・レジャー学系,,2,1,,,12,https://dss.nttu.edu.tw,二十一世紀全球產業瘋什麼呢?答案就是「運動產業」。世界各國皆透過【運動】和【健康】雙主軸因素驅動之下，一方面建構優質運動休閒環境，二方面提高全民健康意識，不但能追求優良生活品質，並且提升國家競爭力，最終達成「幸福經濟」之目標。再者，運動產業目前占世界各國GDP(國內生產總值)比例在2%~9%之間，而全世界運動產業的年產值已超過6仟億美元；由此可見運動產業的發展，是影響國家經濟及社會生活的重要基石。,ai_draft
12015,20,国立台東大学,17,全校不分系學士學位學程,全校不分系学士学位学程,Interdisciplinary Bachelor’s Program,藝術學群,芸術学系,,1,1,,,12,https://ipbd.nttu.edu.tw,"以本校推動中的「綠色國際大學」為基礎，融入「人文社會」素養，以及科學應用之「永續發展」與「綠色生產」兩大知識領域為主要發展目標，盼能透過多元化學習，培養跨領域人才，強化學子適才適性發展，自111學年度起增設「全校不分系學士學位學程」。
本學程學生可依個人興趣修讀「人文學院」、「師範學院」與「理工學院」三個學院之任一個學系主修或學程專長課程，畢業證書上將註記主修專長。
在學程導師與專業導師的輔導",ai_draft
12016,20,国立台東大学,18,競技與運動科學學系,競技と運動科学学系,Department of Athletic Performance,遊憩與運動學群,スポーツ・レジャー学系,,2,0,,,12,https://bpap.nttu.edu.tw,以培育在地特色運動競技選手為主，以專任運動教練、戶外運動人才的培育為輔，結合科學化訓練，邁向國際舞台；藉由產學合作模式，建立競技選手完善就業管道，以培養具專業知能、敬業精神及社會服務熱忱之運動人才。【具備下列運動專長者優先(棒球、柔道、桌球、體操、網球)】,ai_draft
22001,20,国立台東大学,3,應用數學系,応用数学系,Department of Applied Mathematics,數理化學群,数理化学系,,1,2,,,12,https://math.nttu.edu.tw,著重安排數學專門課程，使學生對數學專業知識有更深的造就，進而成為數學專業人員。並引導學生在理論數學的基礎下，學習應用數學、統計、財務、電腦軟體、大數據與雲端計算等知識。且提供優質的學習環境，滿足學生成長的需要及未來就業或報考研究所之準備。,ai_draft
22002,20,国立台東大学,3,應用科學系物理暨光電科學組,応用科学系物理暨光電科学組,Department of Applied Science (Division of Applied Physics),數理化學群,数理化学系,,2,1,,,12,https://se.nttu.edu.tw,本系設有「物理暨光電科學組」與「化學及奈米科學組」兩組分別招生。著重「光電科學」及「奈米科學」人才培養。透過校外與境外『見習』、『實習』的方式，加強與各級政府機關、學校、研究機構與產業界合作，結合臺東特色產業促進地方發展。教學著重理論與實務的結合，教師研究內容契合當前政府發展重點科技與產業發展，強化學生就業競爭能力。鼓勵學生加入專題實驗室，學習實驗技巧和參與專題研究，達到學用合一。傳承科學教育的使,ai_draft
22003,20,国立台東大学,3,應用科學系化學及奈米科學組,応用科学系化学及奈米科学組,Department of Applied Science (Division of Chemistry and Nanoscience),數理化學群,数理化学系,,2,1,,,12,https://se.nttu.edu.tw,本系設有「物理暨光電科學組」與「化學及奈米科學組」兩組分別招生。著重「光電科學」及「奈米科學」人才培養。透過校外與境外『見習』、『實習』的方式，加強與各級政府機關、學校、研究機構與產業界合作，結合臺東特色產業促進地方發展。教學著重理論與實務的結合，教師研究內容契合當前政府發展重點科技與產業發展，強化學生就業競爭能力。鼓勵學生加入專題實驗室，學習實驗技巧和參與專題研究，達到學用合一。傳承科學教育的使,ai_draft
22004,20,国立台東大学,1,資訊工程學系,資訊工程学系,Department of Computer Science and Information Engineering,資訊學群,情報学系,,2,1,,,11,https://wcsie.nttu.edu.tw,本系目標為培育具完整資訊專業訓練且能獨立思考分析之優秀人才，課程設計兼顧軟體應用與網路通訊及硬體結構，理論與實務並重。教學與研究聚焦於「軟體設計與應用」、「網路通訊與應用」和「嵌入式系統與應用」等領域，提供滿足學生就業或升學需求之良好的學習環境，培養專業的資訊軟硬體人才。此外，本系以培育高級資訊科技人才，引進相關國際證照輔導與考證制度，讓學生得以掌握業界最新脈動，為踏入資訊工作職場做最好的準備；重,ai_draft
22006,20,国立台東大学,2,全校不分系學士學位學程,全校不分系学士学位学程,Interdisciplinary Bachelor’s Program,工程學群,工学系,,1,1,,,12,https://ipbd.nttu.edu.tw,"以本校推動中的「綠色國際大學」為基礎，融入「人文社會」素養，以及科學應用之「永續發展」與「綠色生產」兩大知識領域為主要發展目標，盼能透過多元化學習，培養跨領域人才，強化學子適才適性發展，自111學年度起增設「全校不分系學士學位學程」。
本學程學生可依個人興趣修讀「人文學院」、「師範學院」與「理工學院」三個學院之任一個學系主修或學程專長課程，畢業證書上將註記主修專長。
在學程導師與專業導師的輔導",ai_draft
32003,20,国立台東大学,5,生命科學系,生命科学系,Department of Life Science,生命科學學群,生命科学系,,3,3,,,12,https://ils.nttu.edu.tw,生命科學系分為生態資源領域、有機農業生物技術領域。生態資源產業領域的內容包含生態資源的調查研究、生態復育及永續利用、原住民採集狩獵與粗耕文化產業、生態社區營造、環境教育與生態旅遊等。有機農物生物技術領域中將賦予學生具有植物基因轉殖技術、食品生物技術、有機農業開發技術、保健食品應用與微生物發酵技術等能力、甲殼類養殖及細胞生物學、蛋白質體學與實驗動物操作技術等。,ai_draft
11801,18,国立台南大学,10,教育學系,教育学系,Department of Education,教育學群,教育学系,,0,2,,,0,https://edu.nutn.edu.tw/,"1.教育目標：培育國小師資、教育行政人員、量化研究分析人員、教學科技專業人員及教育事業專業人員。
2.本系課程以國民小學師資職前教育課程為主軸，輔以教育相關課程(如加註自然、科技專長課程、跨領域學分學程、微學程等課程)，以培養學生跨域的能力。
3.本系學生未來需進入國小教育現場教學，需具備相當的口語表達能力、人際互動溝通協調能力、能控管自身情緒以及具備相當的抗壓能力。教學時可能有激烈的體能活動",ai_draft
11802,18,国立台南大学,10,特殊教育學系,特殊教育学系,Department of Special Education,教育學群,教育学系,,0,3,,,0,https://sped.nutn.edu.tw/,本學系於民國76年（1987年）正式成立，係奠基於民國55年（1966年）即已開始的視障教育師資培育，為國內國民小學特殊教育師資培育單位。除了學士班之外，本學系設置特殊教育碩士班及博士班，同時培養特殊教育師資和高階專業特殊教育與研究人才。,ai_draft
11803,18,国立台南大学,10,幼兒教育學系,幼兒教育学系,Dept. of Early Childhood Education,教育學群,教育学系,,0,5,,,0,https://ece.nutn.edu.tw/,本系師資優良，教學內容兼重理論與實務，不僅著重教保專業知識之培養，亦著力現場實務能力之訓練，培養教保相關人才，歡迎喜愛幼兒或未來想和幼兒一起工作的人加入我們！,ai_draft
11804,18,国立台南大学,9,國語文學系,国語文学系,Dept. of Chinese Language and Literature,文史哲學群,文学・歴史・哲学系,,0,2,,,0,https://chinese.nutn.edu.tw/,本系強化升學與就業的雙重課程架構，每一學門課程之羅列，由淺而深，提供大學部學生依興趣及升學、就業所需，循序漸進專攻或是選修，兼顧課程設計的重點化與多樣化，以符合學生個別差異及發展潛力。本系課程包含「國語文專業課程」、「國語文應用課程」和「書法學程」、「語文教育」，提供本系學生主修、副修或其他跨院系學生選修。,ai_draft
11805,18,国立台南大学,8,英語學系,英語学系,Dept. of English,外語學群,外国語学系,,0,2,,,0,https://english.nutn.edu.tw/,成立於2006年，本學系之教學分為語言與文學學群和應用英語學群等二個主要學群。現有專任教師7名，皆具博士學位，其中教授3名，副教授4名。,ai_draft
11806,18,国立台南大学,12,行政管理學系,行政管理学系,Dept. of Public Administration and Management,管理學群,経営管理学系,,0,3,,,0,https://pam.nutn.edu.tw/,"本系以發展出公、私、第三部門全方位行政管理的治理模式為宗旨，訂定以「行政管理」為核心，輔以「組織與人力資源發展」、「公私協力」與「地區發展」三項主軸，做為系所發展規劃基礎，並作為教師課程開授、學術研究、產官學研究諮詢合作之發展方向。
首先，在教育培訓方面，本系落實三項主軸的教育，培育國家與地區所需行政管理專業經理人才。其次，在學術研究方面，亦將加強國內外公共行政與公共事務管理系所在此三大主軸下的",ai_draft
11807,18,国立台南大学,9,文化與自然資源學系,文化と自然資源学系,Dept. of Culture and Natural Resources,文史哲學群,文学・歴史・哲学系,,0,2,,,0,https://cnr.nutn.edu.tw/,本系以發展朝向統整歷史學、地理學和人類學知能，從事地方或區域之文化與自然資源相關教學和研究工作的教育單位為目標。善用臺南作為教學和研究場域的優良條件，藉由「在地深化」的課程活動發展，達成「學習深化」之成效。致力於培育文化觀光與自然旅遊服務、自然保育與文化保存推廣、史地學科與社會領域教育、地方文史與區域環境研究等相關面向人才。,ai_draft
11808,18,国立台南大学,12,經營與管理學系,経営と管理学系,Dept. of Business and Management,管理學群,経営管理学系,,0,4,,,0,https://bm.nutn.edu.tw/,因應全球化及產業變遷發展，經營與管理學系結合各類管理學術與實務資源，透過完善的課程設計、專精的學術涵養及持續的產學合作，奠定經營管理之專業人才所需基礎，以期有效提升企業國際化競爭力，並培養學生未來在職場上之高度競爭優勢。,ai_draft
11809,18,国立台南大学,17,音樂學系,音樂学系,Dept. of Music,藝術學群,芸術学系,,2,0,,,4,https://music.nutn.edu.tw/,本校於民國81年成立音樂學系，旨在培養演奏與音樂教育人才。目前設有日間學士班、日碩班及夜間在職專班。本系現有專兼任共52位教師，均畢業於國內外知名音樂系所，各有學術專精與豐富表演經歷，本系課程規劃兼顧樂器演奏和音樂教學能力，並增設跨領域課程，如爵士音樂理論與實作、流行音樂、電腦音樂等，使學生能有更多修課選擇，不只學習專業技能；亦培養多面向知識與學養。除了多元的課程，本系於每學期安排多場大師班、專業,ai_draft
11810,18,国立台南大学,17,視覺藝術與設計學系,視覺芸術と設計学系,Department of Visual Arts and Design,藝術學群,芸術学系,,2,0,,,6,https://phpweb.nutn.edu.tw/www.fineart/WP/,本系培養美術創作、視覺設計、美術理論、藝術行政以及因應資訊媒體時代需求和國際競爭趨勢，培養文化創意產業、藝術媒體與數位表現之藝術設計人才。本系開設相關課程培育藝術與人文領域視覺藝術類科中等與國小師資。,ai_draft
11811,18,国立台南大学,17,戲劇創作與應用學系,戯劇創作と応用学系,Dept. of Drama Creation and Application,藝術學群,芸術学系,,3,0,,,6,https://drama.nutn.edu.tw/,本系課程具備五大特色：一、提供專業的戲劇教育課程，包括將戲劇運用於各種教育場域，以及表演藝術課程設計。二、透過以議題導向的互動式戲劇與方案設計，強調應用戲劇於不同的社群團體。三、提供豐富的劇場創作、製作與理論課程。四、提供獨特的兒童與青少年劇場相關課程。五、提供就業為基礎的學習機會，本系與各類公私立教育機構、社區、文化場館、藝術團體進行合作，包括共同製作演出、舉辦工作坊或簽訂實習合約。,ai_draft
11812,18,国立台南大学,10,諮商與輔導學系,諮商と輔導学系,Department of Counseling and Guidance,教育學群,教育学系,,0,2,,,0,https://cg.nutn.edu.tw/,本系以兒童、青少年與家庭諮商為發展特色，有系統地培育學校、社區及相關機構之諮商與輔導基礎人才，並訓練學生成為具備自我覺察、人文關懷、性別與多元文化包容性之專業素養人才。特色課程包括：遊戲治療、沙盤治療、青少年問題與輔導、失落與悲傷諮商、伴侶與家庭諮商等，教學過程著重基礎理論的熟悉與技術的運用，並會安排學生至中小學或社區實習，歡迎有志從事諮商輔導相關工作者加入本系。,ai_draft
21801,18,国立台南大学,3,應用數學系,応用数学系,Dept. of Applied Mathematics,數理化學群,数理化学系,,0,1,,,0,https://math.nutn.edu.tw/,本系原為數學教育學系，主要目標為培育國小數學教育師資，但因應社會變遷及少子化趨勢，本系於99學年度正式更名為應用數學系。應用數學系仍將保持數教方向，但將主力放在應數中代數、離散及科學計算。同時為了拓展學生就業方向，亦培育基本程式設計能力。,ai_draft
21802,18,国立台南大学,1,數位學習科技學系,数位学習科技学系,Dept. of Information and Learning Technology,資訊學群,情報学系,,0,1,,,0,https://ilt.nutn.edu.tw/,"數位學習科技學系成立於93 年8 月，為國內第一個擁有學士、碩士與博士完整數位學習科技人才培育單位。
啟動資訊科技與生活學習的碰撞，玩AI、AR、VR、MR、桌遊、體感遊戲，做教學；設計光雕、互動藝術搭配慶典演出；寫程式開發系統、手機app，上架推廣做創業；連線雲端、探勘大數據，建立物聯模式找市場；還能用心理學算命，從大腦腦波透視內心；成為國家前瞻發展科技軟體園區中，規劃、整合、開發應用性資訊系",ai_draft
21803,18,国立台南大学,1,資訊工程學系,資訊工程学系,Dept. of Computer Science and Information Engineering,資訊學群,情報学系,,0,2,,,0,https://csie.nutn.edu.tw/,本系教學特色為理論及實務並重，軟、硬體課程兼顧，於電腦科學基礎理論上，課程涵蓋程式設計、數理基礎、軟體系統與硬體系統等基礎資訊學科。並規劃有雲端網路、應用資訊與智慧計算三個領域學程加強引導學生修習完整專業領域課程。,ai_draft
21804,18,国立台南大学,2,電機工程學系,電機工程学系,Dept. of Electrical Engineering,工程學群,工学系,,0,1,,,0,https://ee.nutn.edu.tw/,本系以「電控與晶片」、「電波與通訊網路」、「光電與半導體」為發展重點領域，將課程分為「智慧電網控制與運轉」、「IC設計」、「固態電子」、「電波」、「智慧機器人」、「物聯網」6個模組。現有專任教師12位，另有多位具豐富實務經驗的業界兼任教師。所有教師均具博士學位，學術專精。多位教師加入國內頂尖研究團隊跨校合作，每年主持或跨校共同主持計畫共獲補助1千餘萬。教師指導學生參加校際專題競賽每年獲獎20多項，,ai_draft
21805,18,国立台南大学,2,綠色能源科技學系,綠色能源科技学系,Dept. of Greenergy,工程學群,工学系,,0,2,,,0,https://greenergy.nutn.edu.tw/,本系主要培養綠色能源科技之實務及研究人才，進行綠色能源科技整合研究，及促進綠色能源科技之民生應用，以謀求能源、環境、經濟之均衡發展。,ai_draft
21806,18,国立台南大学,3,材料科學系,材料科学系,Department of Materials Science,數理化學群,数理化学系,,0,1,,,0,https://material.nutn.edu.tw/,本系之教學，採材料科學理論與實作並重，特別重視教學氛圍與學習環境之營造，教師之間的良好互動與師生的和諧關係是本系的優良傳統特點，在相互合作、互相激勵的學習環境中，培養學生具有關懷社會的情操，並具備材料科學研究與發展的能力。,ai_draft
31801,18,国立台南大学,18,體育學系,体育学系,Department of Physical Education,遊憩與運動學群,スポーツ・レジャー学系,,0,2,,,0,https://phyedu.nutn.edu.tw/,本系宗旨為培養體育師資、運動選手、教練與裁判人才、運動產業經營管理人才、體育行政人才、體育運動研究人才。,ai_draft
31802,18,国立台南大学,5,生物科技學系,生物科技学系,Dept. of Biological Sciences and Technology,生命科學學群,生命科学系,,0,2,,,0,https://bst.nutn.edu.tw/,本系以臺南地區生物產業技術發展應用為藍本，採生物科技研究與教學實務並重，並積極結合校內相關系所之研究基礎與特色，加強學生有關環境、農漁業、微生物及醫業科技之訓練與學習。,ai_draft
31803,18,国立台南大学,5,生態暨環境資源學系,生態暨環境資源学系,Department of Ecology and Environmental Resources,生命科學學群,生命科学系,,0,2,,,0,https://phpweb3.nutn.edu.tw/ecosci/,生態暨環境資源學系營造具實用性的學習環境，並訓練出兼具專業性與能夠解決生態問題的人才，從事自然保育、環境永續、環境教育、生態旅遊、生態調查以及ESG等綠領相關產業，以及研究發展工作。,ai_draft
11201,12,国立高雄大学,8,西洋語文學系,西洋語文学系,Dept. of Western Languages and Literature,外語學群,外国語学系,,1,1,,,6,https://dowell.nuk.edu.tw/,"【大學部】
(1) 藉由語言課程訓練學生聽說讀寫等語言溝通及表達技巧。
(2) 藉由文學、文化及語言學課程，加強學生對西洋文化及語言學  
  等專業領域之認識，強化學生升學的競爭力。
(3) 藉由與語文相結合之實用選修課程，培養學生就業之競爭力。

部分必修課程以中文授課。",ai_draft
11203,12,国立高雄大学,11,法律學系,法律学系,Dept. of Law,法政學群,法学・政治学系,,1,1,,,2,http://law.nuk.edu.tw/,"★發展特色
以「教學與研究發展系統的模式」，從大學部與研究所的教學任務內容為出發點，按民法、刑法、公法三大方向，規劃一套漸進式的教學與研究體系；本體系的優點在於：
一、可讓學生在本系一路完成完整的法律人訓練。
二、自研究所階段才進入本系的學生，在通過本系的入學測驗之後也可即刻循本體系開始進階的學習階段。
三、可以涵蓋所有基礎法學及科技整合的教學與研究。
★教學目標
本系著重於法學教育傳",ai_draft
11204,12,国立高雄大学,11,財經法律學系,財経法律学系,Dept. of Financial and Economic Law,法政學群,法学・政治学系,,1,1,,,2,http://defl.nuk.edu.tw/,本系培養經濟發展中所需的財經法律相關領域人才，除了能提供兼具經貿知識與科際整合等豐富的財經法律課程，如公司法、租稅法、國際經濟法、國際貿易法、證券交易法、公平交易法，亦開設針對當前財經法律新興領域，如智慧財產權法、科技法等課程並培養跨領域、跨國界、跨產業的新世紀法律人才，亦著重於法律專業外語、英文法律文書與契約等訓練，以便培育具有跨領域專業及國際化視野之人才。,ai_draft
11205,12,国立高雄大学,13,應用經濟學系,応用経済学系,Department of Applied Economics,財經學群,金融経済学系,,1,1,,,6,https://econ.nuk.edu.tw/,國立高雄大學應用經濟學系(所)成立於2000年（民國89年），為本校創校之初的六個主要學系之一。我們深刻體會到大學生活是學習生涯中最重要的階段，是同學培養自我發展能力與未來就業專業能力最佳的時刻。因此，本系在教學上特別強調經濟學理論與生活實務的結合，透過培養學生對經濟生活的敏銳觀察力與分析方法，進而涵養學生對社會、經濟、政治等公共議題與經營實務管理問題的關懷。全系教師均畢業於國外知名學府，富專業學,ai_draft
